Title,GDP_measure,value
1971,Gross Value Added at basic prices:chained volume measures:Seasonally adjusted £m,657522
1971,UK resident population: mid-year estimates (Qtly data interpolated),55928
1971,Total national expenditure:Implied deflator:SA,8.8000000000000007
1971,Gross value added at basic prices: Output Index: CVM SA,38.6
1971,Total national expenditure (aligned) - P.3+P.5: CVM SA £m,709954
1971,Total national expenditure (aligned) - P.3+P.5: CP SA £m,62424
1971,Total national expenditure:Implied deflator:SA 2017=100,8.5869999999999997
1971,Gross domestic expenditure annual deflator growth rate SA %...668,8.1
1971,Gross Domestic Product at market prices: Current price: Seasonally adjusted £m,62948
1971,Gross Domestic Product at market prices:Implied deflator:SA 2017=100,8.4202999999999992
1971,GDP Deflator: Year on Year growth: SA %...684,8.3000000000000007
1971,Revisions to NPISH CVM growth table %,0
1971,Revisions to Households CVM growth %,0
1971,Revisions to Total GVA CVM growth %,0
1971,Revisions to Total export CVM growth %,0
1971,Revisions to total (domestic expenditure) CVM growth %,0
1971,Revisions to Gross fixed capital formation CVM growth %,0
1971,Revisions to General government CVM growth %,0
1971,Revisions to Total imports CVM growth %,0
1971,Revisions to GDP CVM quarter on same quarter a year earlier. £m,0
1971,Revision to GVA at bp £m,0
1971,Revision to basic price adjustment (bpa) £m,0
1971,Revision to GDP at market prices £m,0
1971,Revision to HH - component of GDP(E) £m,0
1971,Revision to changes in inventories - component of GDP(E) £m,0
1971,Revision to GFCF - component of GDP(E) £m,0
1971,Revision to CG - component of GDP(E) £m,0
1971,Revision to NPISH - component of GDP(E) £m,0
1971,Revision to total imports - component of GDP(E) £m,0
1971,Revision to total exports - component of GDP(E) £m,0
1971,Revisions to domestic expenditure on goods and services at market prices. £m,0
1971,Revisions to GDP CVM growth %,0
1971,Revision to Acquistions less disposals of valuables - component of GDP(E) £m,0
1971,Revisions to other income £m,0
1971,Revisions to GoS of corporations £m,0
1971,Revisions to CoE £m,0
1971,Revisions to statistical discrepancy (E) £m,0
1971,Revisions to statistical discrepancy (I) £m,0
1971,Revisions to taxes on products & production less subsidies £m,0
1971,Revisions to GVA at fc £m,0
1971,UK: Total compensation of employees (Uses): D.1: CP SA £m,33640
1971,"GDP (Average) per head, year on year growth rate CVM SA %",2.9
1971,"GDP (Average) per head at market prices, year on year growth rate CP SA %",11.5
1971,Income based: Gross operating surplus of corporations : Total: CP SA £m,13256
1971,Income based: Other income: CP SA £m,8986
1971,Gross Value Added at basic prices: Implied deflator:SA,8.8000000000000007
1971,National accounts residual error: CP: SA: £m,603
1971,ESA95 % change on previous quarter: Gross value added at basic prices,3.6
1971,Gross value added at basic prices:CVM:Index:SA,37.4
1971,Income based: Gross value added at factor cost: CP SA £m,55882
1972,General Government: Final consumption expenditure (P3): CPSA £m,12016
1972,Gross Value Added at basic prices: Implied deflator:SA:2017=100,9.3851999999999993
1972,Gross value added at basic prices annual deflator growth rate SA %...10,8.1999999999999993
1972,Gross Domestic Product (Expenditure) current basic prices index SA,3.7
1972,Gross Domestic Product (Income) chained volume index: SA,39.200000000000003
1972,Gross Domestic Product (Income) current basic prices index SA,3.7
1972,Gross Domestic Product (Expenditure) chained volume index: SA,39
1972,Tot adjustment to basic prices (General Government + Rest of the World) CVM SA £,75449
1972,Gross domestic product at market prices annual growth rate CP SA %,12.3
1972,Total adjustment to basic prices (General Government + ROW) CP SA £m,5022
1972,Gross Domestic Product: Year on Year growth: CVM SA %,4.3
1972,GDP Deflator: Year on Year growth: SA %...51,7.6
1972,General Government: Final consumption expenditure: P3: CVM SA £m,179961
1972,"Gross domestic product (Average) per head,at current market prices: SA",1260
1972,"Gross domestic product (Average) per head, CVM market prices: SA",13597
1972,whole economy: D2 less D3: pre-ESA95 factor cost adjustment: SA CP £m,6858
1972,Trade in services:Exports:Total:CP:SA:£m,4060
1972,Trade in services:Imports:Total:CP:SA:£m,3357
1972,Trade in Services:Imports:Total:CVM:SA:£m,23242
1972,Trade in services:Balance:Total:CP:SA:£m,703
1972,Trade in Services:Exports:Total:CVM:SA:£m,39616
1972,Balance of Payments: Trade in Goods & Services: Total balance: CP SA £m,-126
1972,Balance of Payments: Trade in Goods & Services: Total exports: CVM SA £m,96485
1972,Balance of Payments: Trade in Goods & Services: Total exports: CP SA £m,13647
1972,Balance of Payments: Trade in Goods & Services: Total imports: CP SA £m,13773
1972,Balance of Payments: Imports: Total Trade in Goods & Services: CVM SA £m,92354
1972,Balance of Payments: Trade in Goods & Services: Total Balance: CVM SA £m,4131
1972,Gross fixed capital formation annual growth rate YoY CP SA %,11.7
1972,Total fixed capital formation annual growth rate YoY CVM SA %,4.8
1972,Changes in inventories (CP SA) including alignment adjustment £m,25
1972,Net income from abroad: Current price: Seasonally adjusted £m,298
1972,Private non-financial corporations (S.11002+S.11003): Gross Operating Surplus: Resource: CP £m: SA,12204
1972,Gross Operating Surplus: NFCos: Public: Current price: SA £m,2654
1972,Imports goods annual growth rate CP SA %,14.8
1972,Exports goods annual growth rate CP SA %,4.3
1972,Changes in inventories including alignment adjustment - CVM NAYear SA £m,-1510
1972,Exports goods annual growth rate CVM SA %,-0.2
1972,Imports goods annual growth rate CVM SA %,11.3
1972,Gross Domestic Product (Income) current basic prices: aligned: SA £m,65761
1972,Gross Domestic Product (Expenditure) chained volume measure SA £m,685677
1972,Gross Domestic Product (Expenditure) current basic prices: aligned:SA £m,65581
1972,NPISH (S.15): Individual consumption expenditure (P.31): Uses: Current price: £m: SA,868
1972,Trade in Goods:Exports:Total Trade in Goods:CVM:SA:£m,58670
1972,Trade in Goods:Imports:Total:CVM:SA: £m,68826
1972,Final Consumption Expenditure of NPISHs CVM SA £m,16829
1972,Trade in Goods:Balance:Total:CP:SA £m,-829
1972,Trade in Goods:Imports:Total:CP:SA £m,10416
1972,Trade in Goods:Exports:Total:CP:SA £m,9587
1972,"Acquisitions less disposals of valuables: total economy CP SA, £m",0
1972,"Acquisitions less disposals of valuables: total economy CVM SA, £m",0
1972,Total Gross Fixed Capital Formation CP SA £m,15446
1972,Total Gross Fixed Capital Formation CVM SA £m,162382
1972,Compensation of employees D.1 annual growth rate YoY CP SA %,13
1972,Difference between GDP(E) and GDP(A) MP (SA CP) £m,60
1972,Statistical discrepancy (income) £m,-120
1972,Difference between GDP(Expenditure) and GDP(Average) MP(CVM SA) £m,532
1972,Gross Operating Surplus: Financial Corporations: Total: CP SA £m,366
1972,Gross value added at basic prices annual deflator growth rate SA %...455,8.1999999999999993
1972,Gross value added at basic prices annual growth CVM SA %,4.4000000000000004
1972,Gross value added at basic prices annual growth rate CP SA %,12.9
1972,Non-profits institutions annual growth rate YoY CVM SA %,1.4
1972,General government annual growth rate YoY CP SA %,14.1
1972,General government annual growth rate YoY CVM SA %,4.8
1972,Total exports annual growth rate YoY CP SA %,5.6
1972,Exports services annual growth rate CP SA %,8.9
1972,Imports services annual growth rate CP SA %,7.4
1972,Expenditure based estimate annual growth rate CP SA %,12.4
1972,Expenditure based estimate annual growth rate CVM SA %,3.9
1972,GOS Public corporations annual growth rate YoY CP SA %,8.3000000000000007
1972,GOS of corporations annual growth YoY CP SA %,14.8
1972,Gross Domestic Product at market prices: CP: NSA £m,70663
1972,Total exports annual growth rate YoY CVM SA %,1.3
1972,Exports services annual growth rate CVM SA %,5
1972,Total imports annual growth rate YoY CP SA %,12.9
1972,Total imports annual growth rate YoY CVM SA %,9.9
1972,Imports services annual growth rate CVM SA %,5.6
1972,CVM SA changes in inventories timing adjustment £m,0
1972,CP SA changes in inventories timing adjustment £m,0
1972,Gross Operating Surplus: NFCos: Private: Alignment adjustments: CP SA £m,0
1972,Income based estimate annual growth rate CVM SA %,5.3
1972,Gross added value at factor cost annual growth rate YoY CP SA %,14.4
1972,Other income annual growth rate YoY CP SA %,19.100000000000001
1972,Gross national income at market prices annual growth rate CP SA %,12
1972,Gross final expenditure annual growth rate YoY CP SA %,12
1972,Private non-financial corporations (S.11002+S.11003): Gross Operating Surplus: Resource: Y on Y-1 growth %: CP £m: SA,18.100000000000001
1972,GOS Financial corporations annual growth rate YoY CP SA %,-22.3
1972,Income based estimate annual growth rate CP SA %,13.9
1972,Taxes on products & production less subsidies annual growth rate YoY CP SA %,3
1972,Total domestic expenditure annual growth rate YoY CP SA %,13.3
1972,Total domestic expenditure annual growth rate YoY CVM SA %,5.6
1972,Gross domestic expenditure annual deflator growth rate SA %...578,7.3
1972,Households (S.14): Individual consumption expenditure (P.31) Uses: Current price: £m: SA,42374
1972,Household final consumption expenditure :National concept CVM SA - £m,417272
1972,Gross final expenditure annual growth rate YoY CVM SA %,4.9000000000000004
1972,Gross Domestic Product index: Current price: Seasonally adjusted,3.6
1972,Total national household final consumption annual growth rate YoY CVM SA %,6.6
1972,Gross value added at basic price index: Current price: Seasonally adjusted,3.7
1972,Gross domestic product index: CVM: Seasonally adjusted,38.700000000000003
1972,Non-profits institutions annual growth rate YoY CP SA %,14.1
1972,Gross Domestic Product: chained volume measures: Seasonally adjusted £m,762732
1972,Total gross final expenditure (aligned) - P.3+P.5+P.6 : CP SA £m,84376
1972,Total gross final expenditure (aligned) - P.3+P.5+P.6 : CVM SA £m,828071
1972,Total national household final consumption annual growth rate %,13.9
1972,Gross domestic product at market prices:Implied deflator:SA,9.3000000000000007
1972,Gross National Income: Current price: Seasonally adjusted £m,70961
1972,Gross Value Added (Average) at basic prices: CP SA £m,65641
1972,Gross Value Added at basic prices:chained volume measures:Seasonally adjusted £m,686209
1972,UK resident population: mid-year estimates (Qtly data interpolated),56097
1972,Total national expenditure:Implied deflator:SA,9.4
1972,Gross value added at basic prices: Output Index: CVM SA,40.1
1972,Total national expenditure (aligned) - P.3+P.5: CVM SA £m,749839
1972,Total national expenditure (aligned) - P.3+P.5: CP SA £m,70729
1972,Total national expenditure:Implied deflator:SA 2017=100,9.2119
1972,Gross domestic expenditure annual deflator growth rate SA %...668,7.3
1972,Gross Domestic Product at market prices: Current price: Seasonally adjusted £m,70663
1972,Gross Domestic Product at market prices:Implied deflator:SA 2017=100,9.0608000000000004
1972,GDP Deflator: Year on Year growth: SA %...684,7.6
1972,Revisions to NPISH CVM growth table %,0
1972,Revisions to Households CVM growth %,0
1972,Revisions to Total GVA CVM growth %,0
1972,Revisions to Total export CVM growth %,0
1972,Revisions to total (domestic expenditure) CVM growth %,0
1972,Revisions to Gross fixed capital formation CVM growth %,0
1972,Revisions to General government CVM growth %,0
1972,Revisions to Total imports CVM growth %,0
1972,Revisions to GDP CVM quarter on same quarter a year earlier. £m,0
1972,Revision to GVA at bp £m,0
1972,Revision to basic price adjustment (bpa) £m,0
1972,Revision to GDP at market prices £m,0
1972,Revision to HH - component of GDP(E) £m,0
1972,Revision to changes in inventories - component of GDP(E) £m,0
1972,Revision to GFCF - component of GDP(E) £m,0
1972,Revision to CG - component of GDP(E) £m,0
1972,Revision to NPISH - component of GDP(E) £m,0
1972,Revision to total imports - component of GDP(E) £m,0
1972,Revision to total exports - component of GDP(E) £m,0
1972,Revisions to domestic expenditure on goods and services at market prices. £m,0
1972,Revisions to GDP CVM growth %,0
1972,Revision to Acquistions less disposals of valuables - component of GDP(E) £m,0
1972,Revisions to other income £m,0
1972,Revisions to GoS of corporations £m,0
1972,Revisions to CoE £m,0
1972,Revisions to statistical discrepancy (E) £m,0
1972,Revisions to statistical discrepancy (I) £m,0
1972,Revisions to taxes on products & production less subsidies £m,0
1972,Revisions to GVA at fc £m,0
1972,UK: Total compensation of employees (Uses): D.1: CP SA £m,38002
1972,"GDP (Average) per head, year on year growth rate CVM SA %",4
1972,"GDP (Average) per head at market prices, year on year growth rate CP SA %",11.9
1972,Income based: Gross operating surplus of corporations : Total: CP SA £m,15224
1972,Income based: Other income: CP SA £m,10699
1972,Gross Value Added at basic prices: Implied deflator:SA,9.6
1972,National accounts residual error: CP: SA: £m,-180
1972,ESA95 % change on previous quarter: Gross value added at basic prices,4.5999999999999996
1972,Gross value added at basic prices:CVM:Index:SA,39.1
1972,Income based: Gross value added at factor cost: CP SA £m,63925
1973,General Government: Final consumption expenditure (P3): CPSA £m,13752
1973,Gross Value Added at basic prices: Implied deflator:SA:2017=100,10.2562
1973,Gross value added at basic prices annual deflator growth rate SA %...10,9.3000000000000007
1973,Gross Domestic Product (Expenditure) current basic prices index SA,4.4000000000000004
1973,Gross Domestic Product (Income) chained volume index: SA,41.7
1973,Gross Domestic Product (Income) current basic prices index SA,4.4000000000000004
1973,Gross Domestic Product (Expenditure) chained volume index: SA,41.8
1973,Tot adjustment to basic prices (General Government + Rest of the World) CVM SA £,77357
1973,Gross domestic product at market prices annual growth rate CP SA %,15.9
1973,Total adjustment to basic prices (General Government + ROW) CP SA £m,5336
1973,Gross Domestic Product: Year on Year growth: CVM SA %,6.5
1973,GDP Deflator: Year on Year growth: SA %...51,8.8000000000000007
1973,General Government: Final consumption expenditure: P3: CVM SA £m,186656
1973,"Gross domestic product (Average) per head,at current market prices: SA",1457
1973,"Gross domestic product (Average) per head, CVM market prices: SA",14449
1973,whole economy: D2 less D3: pre-ESA95 factor cost adjustment: SA CP £m,6948
1973,Trade in services:Exports:Total:CP:SA:£m,5087
1973,Trade in services:Imports:Total:CP:SA:£m,4204
1973,Trade in Services:Imports:Total:CVM:SA:£m,23983
1973,Trade in services:Balance:Total:CP:SA:£m,883
1973,Trade in Services:Exports:Total:CVM:SA:£m,43850
1973,Balance of Payments: Trade in Goods & Services: Total balance: CP SA £m,-1793
1973,Balance of Payments: Trade in Goods & Services: Total exports: CVM SA £m,108596
1973,Balance of Payments: Trade in Goods & Services: Total exports: CP SA £m,17178
1973,Balance of Payments: Trade in Goods & Services: Total imports: CP SA £m,18971
1973,Balance of Payments: Imports: Total Trade in Goods & Services: CVM SA £m,102614
1973,Balance of Payments: Trade in Goods & Services: Total Balance: CVM SA £m,5982
1973,Gross fixed capital formation annual growth rate YoY CP SA %,20.7
1973,Total fixed capital formation annual growth rate YoY CVM SA %,1.9
1973,Changes in inventories (CP SA) including alignment adjustment £m,1529
1973,Net income from abroad: Current price: Seasonally adjusted £m,902
1973,Private non-financial corporations (S.11002+S.11003): Gross Operating Surplus: Resource: CP £m: SA,13927
1973,Gross Operating Surplus: NFCos: Public: Current price: SA £m,3044
1973,Imports goods annual growth rate CP SA %,41.8
1973,Exports goods annual growth rate CP SA %,26.1
1973,Changes in inventories including alignment adjustment - CVM NAYear SA £m,20809
1973,Exports goods annual growth rate CVM SA %,13.3
1973,Imports goods annual growth rate CVM SA %,13.7
1973,Gross Domestic Product (Income) current basic prices: aligned: SA £m,76388
1973,Gross Domestic Product (Expenditure) chained volume measure SA £m,734870
1973,Gross Domestic Product (Expenditure) current basic prices: aligned:SA £m,76747
1973,NPISH (S.15): Individual consumption expenditure (P.31): Uses: Current price: £m: SA,1028
1973,Trade in Goods:Exports:Total Trade in Goods:CVM:SA:£m,66497
1973,Trade in Goods:Imports:Total:CVM:SA: £m,78229
1973,Final Consumption Expenditure of NPISHs CVM SA £m,17455
1973,Trade in Goods:Balance:Total:CP:SA £m,-2676
1973,Trade in Goods:Imports:Total:CP:SA £m,14767
1973,Trade in Goods:Exports:Total:CP:SA £m,12091
1973,"Acquisitions less disposals of valuables: total economy CP SA, £m",0
1973,"Acquisitions less disposals of valuables: total economy CVM SA, £m",0
1973,Total Gross Fixed Capital Formation CP SA £m,18647
1973,Total Gross Fixed Capital Formation CVM SA £m,165481
1973,Compensation of employees D.1 annual growth rate YoY CP SA %,15.9
1973,Difference between GDP(E) and GDP(A) MP (SA CP) £m,-188
1973,Statistical discrepancy (income) £m,171
1973,Difference between GDP(Expenditure) and GDP(Average) MP(CVM SA) £m,-1989
1973,Gross Operating Surplus: Financial Corporations: Total: CP SA £m,723
1973,Gross value added at basic prices annual deflator growth rate SA %...455,9.1999999999999993
1973,Gross value added at basic prices annual growth CVM SA %,6.8
1973,Gross value added at basic prices annual growth rate CP SA %,16.600000000000001
1973,Non-profits institutions annual growth rate YoY CVM SA %,3.7
1973,General government annual growth rate YoY CP SA %,14.4
1973,General government annual growth rate YoY CVM SA %,3.7
1973,Total exports annual growth rate YoY CP SA %,25.9
1973,Exports services annual growth rate CP SA %,25.3
1973,Imports services annual growth rate CP SA %,25.2
1973,Expenditure based estimate annual growth rate CP SA %,17
1973,Expenditure based estimate annual growth rate CVM SA %,7.2
1973,GOS Public corporations annual growth rate YoY CP SA %,14.7
1973,GOS of corporations annual growth YoY CP SA %,16.2
1973,Gross Domestic Product at market prices: CP: NSA £m,81895
1973,Total exports annual growth rate YoY CVM SA %,12.6
1973,Exports services annual growth rate CVM SA %,10.7
1973,Total imports annual growth rate YoY CP SA %,37.700000000000003
1973,Total imports annual growth rate YoY CVM SA %,11.1
1973,Imports services annual growth rate CVM SA %,3.2
1973,CVM SA changes in inventories timing adjustment £m,0
1973,CP SA changes in inventories timing adjustment £m,0
1973,Gross Operating Surplus: NFCos: Private: Alignment adjustments: CP SA £m,0
1973,Income based estimate annual growth rate CVM SA %,6.4
1973,Gross added value at factor cost annual growth rate YoY CP SA %,17
1973,Other income annual growth rate YoY CP SA %,21.8
1973,Gross national income at market prices annual growth rate CP SA %,16.5
1973,Gross final expenditure annual growth rate YoY CP SA %,19.8
1973,Private non-financial corporations (S.11002+S.11003): Gross Operating Surplus: Resource: Y on Y-1 growth %: CP £m: SA,14.1
1973,GOS Financial corporations annual growth rate YoY CP SA %,97.5
1973,Income based estimate annual growth rate CP SA %,16.2
1973,Taxes on products & production less subsidies annual growth rate YoY CP SA %,1.3
1973,Total domestic expenditure annual growth rate YoY CP SA %,18.600000000000001
1973,Total domestic expenditure annual growth rate YoY CVM SA %,6.6
1973,Gross domestic expenditure annual deflator growth rate SA %...578,11.3
1973,Households (S.14): Individual consumption expenditure (P.31) Uses: Current price: £m: SA,48920
1973,Household final consumption expenditure :National concept CVM SA - £m,440620
1973,Gross final expenditure annual growth rate YoY CVM SA %,7.5
1973,Gross Domestic Product index: Current price: Seasonally adjusted,4.2
1973,Total national household final consumption annual growth rate YoY CVM SA %,5.6
1973,Gross value added at basic price index: Current price: Seasonally adjusted,4.4000000000000004
1973,Gross domestic product index: CVM: Seasonally adjusted,41.2
1973,Non-profits institutions annual growth rate YoY CP SA %,18.399999999999999
1973,Gross Domestic Product: chained volume measures: Seasonally adjusted £m,812375
1973,Total gross final expenditure (aligned) - P.3+P.5+P.6 : CP SA £m,101054
1973,Total gross final expenditure (aligned) - P.3+P.5+P.6 : CVM SA £m,890508
1973,Total national household final consumption annual growth rate %,15.4
1973,Gross domestic product at market prices:Implied deflator:SA,10.1
1973,Gross National Income: Current price: Seasonally adjusted £m,82643
1973,Gross Value Added (Average) at basic prices: CP SA £m,76559
1973,Gross Value Added at basic prices:chained volume measures:Seasonally adjusted £m,732881
1973,UK resident population: mid-year estimates (Qtly data interpolated),56223
1973,Total national expenditure:Implied deflator:SA,10.5
1973,Gross value added at basic prices: Output Index: CVM SA,43
1973,Total national expenditure (aligned) - P.3+P.5: CVM SA £m,799126
1973,Total national expenditure (aligned) - P.3+P.5: CP SA £m,83876
1973,Total national expenditure:Implied deflator:SA 2017=100,10.257899999999999
1973,Gross domestic expenditure annual deflator growth rate SA %...668,11.4
1973,Gross Domestic Product at market prices: Current price: Seasonally adjusted £m,81895
1973,Gross Domestic Product at market prices:Implied deflator:SA 2017=100,9.8656000000000006
1973,GDP Deflator: Year on Year growth: SA %...684,8.9
1973,Revisions to NPISH CVM growth table %,0
1973,Revisions to Households CVM growth %,0
1973,Revisions to Total GVA CVM growth %,0
1973,Revisions to Total export CVM growth %,0
1973,Revisions to total (domestic expenditure) CVM growth %,0
1973,Revisions to Gross fixed capital formation CVM growth %,0
1973,Revisions to General government CVM growth %,0
1973,Revisions to Total imports CVM growth %,0
1973,Revisions to GDP CVM quarter on same quarter a year earlier. £m,0
1973,Revision to GVA at bp £m,0
1973,Revision to basic price adjustment (bpa) £m,0
1973,Revision to GDP at market prices £m,0
1973,Revision to HH - component of GDP(E) £m,0
1973,Revision to changes in inventories - component of GDP(E) £m,0
1973,Revision to GFCF - component of GDP(E) £m,0
1973,Revision to CG - component of GDP(E) £m,0
1973,Revision to NPISH - component of GDP(E) £m,0
1973,Revision to total imports - component of GDP(E) £m,0
1973,Revision to total exports - component of GDP(E) £m,0
1973,Revisions to domestic expenditure on goods and services at market prices. £m,0
1973,Revisions to GDP CVM growth %,0
1973,Revision to Acquistions less disposals of valuables - component of GDP(E) £m,0
1973,Revisions to other income £m,0
1973,Revisions to GoS of corporations £m,0
1973,Revisions to CoE £m,0
1973,Revisions to statistical discrepancy (E) £m,0
1973,Revisions to statistical discrepancy (I) £m,0
1973,Revisions to taxes on products & production less subsidies £m,0
1973,Revisions to GVA at fc £m,0
1973,UK: Total compensation of employees (Uses): D.1: CP SA £m,44049
1973,"GDP (Average) per head, year on year growth rate CVM SA %",6.3
1973,"GDP (Average) per head at market prices, year on year growth rate CP SA %",15.6
1973,Income based: Gross operating surplus of corporations : Total: CP SA £m,17694
1973,Income based: Other income: CP SA £m,13033
1973,Gross Value Added at basic prices: Implied deflator:SA,10.4
1973,National accounts residual error: CP: SA: £m,359
1973,ESA95 % change on previous quarter: Gross value added at basic prices,6.8
1973,Gross value added at basic prices:CVM:Index:SA,41.7
1973,Income based: Gross value added at factor cost: CP SA £m,74776
1974,General Government: Final consumption expenditure (P3): CPSA £m,17047
1974,Gross Value Added at basic prices: Implied deflator:SA:2017=100,11.980600000000001
1974,Gross value added at basic prices annual deflator growth rate SA %...10,16.8
1974,Gross Domestic Product (Expenditure) current basic prices index SA,5
1974,Gross Domestic Product (Income) chained volume index: SA,40.299999999999997
1974,Gross Domestic Product (Income) current basic prices index SA,4.9000000000000004
1974,Gross Domestic Product (Expenditure) chained volume index: SA,41.2
1974,Tot adjustment to basic prices (General Government + Rest of the World) CVM SA £,72863
1974,Gross domestic product at market prices annual growth rate CP SA %,13.2
1974,Total adjustment to basic prices (General Government + ROW) CP SA £m,5294
1974,Gross Domestic Product: Year on Year growth: CVM SA %,-2.5
1974,GDP Deflator: Year on Year growth: SA %...51,16.100000000000001
1974,General Government: Final consumption expenditure: P3: CVM SA £m,189968
1974,"Gross domestic product (Average) per head,at current market prices: SA",1649
1974,"Gross domestic product (Average) per head, CVM market prices: SA",14090
1974,whole economy: D2 less D3: pre-ESA95 factor cost adjustment: SA CP £m,6758
1974,Trade in services:Exports:Total:CP:SA:£m,6517
1974,Trade in services:Imports:Total:CP:SA:£m,5262
1974,Trade in Services:Imports:Total:CVM:SA:£m,24981
1974,Trade in services:Balance:Total:CP:SA:£m,1255
1974,Trade in Services:Exports:Total:CVM:SA:£m,47694
1974,Balance of Payments: Trade in Goods & Services: Total balance: CP SA £m,-4102
1974,Balance of Payments: Trade in Goods & Services: Total exports: CVM SA £m,116833
1974,Balance of Payments: Trade in Goods & Services: Total exports: CP SA £m,23063
1974,Balance of Payments: Trade in Goods & Services: Total imports: CP SA £m,27165
1974,Balance of Payments: Imports: Total Trade in Goods & Services: CVM SA £m,103814
1974,Balance of Payments: Trade in Goods & Services: Total Balance: CVM SA £m,13019
1974,Gross fixed capital formation annual growth rate YoY CP SA %,13.2
1974,Total fixed capital formation annual growth rate YoY CVM SA %,-7.5
1974,Changes in inventories (CP SA) including alignment adjustment £m,1045
1974,Net income from abroad: Current price: Seasonally adjusted £m,918
1974,Private non-financial corporations (S.11002+S.11003): Gross Operating Surplus: Resource: CP £m: SA,12292
1974,Gross Operating Surplus: NFCos: Public: Current price: SA £m,3614
1974,Imports goods annual growth rate CP SA %,48.3
1974,Exports goods annual growth rate CP SA %,36.799999999999997
1974,Changes in inventories including alignment adjustment - CVM NAYear SA £m,8580
1974,Exports goods annual growth rate CVM SA %,7.1
1974,Imports goods annual growth rate CVM SA %,0.3
1974,Gross Domestic Product (Income) current basic prices: aligned: SA £m,86387
1974,Gross Domestic Product (Expenditure) chained volume measure SA £m,723054
1974,Gross Domestic Product (Expenditure) current basic prices: aligned:SA £m,88238
1974,NPISH (S.15): Individual consumption expenditure (P.31): Uses: Current price: £m: SA,1257
1974,Trade in Goods:Exports:Total Trade in Goods:CVM:SA:£m,71210
1974,Trade in Goods:Imports:Total:CVM:SA: £m,78478
1974,Final Consumption Expenditure of NPISHs CVM SA £m,17231
1974,Trade in Goods:Balance:Total:CP:SA £m,-5357
1974,Trade in Goods:Imports:Total:CP:SA £m,21903
1974,Trade in Goods:Exports:Total:CP:SA £m,16546
1974,"Acquisitions less disposals of valuables: total economy CP SA, £m",0
1974,"Acquisitions less disposals of valuables: total economy CVM SA, £m",0
1974,Total Gross Fixed Capital Formation CP SA £m,21114
1974,Total Gross Fixed Capital Formation CVM SA £m,153143
1974,Compensation of employees D.1 annual growth rate YoY CP SA %,19.5
1974,Difference between GDP(E) and GDP(A) MP (SA CP) £m,-789
1974,Statistical discrepancy (income) £m,1062
1974,Difference between GDP(Expenditure) and GDP(Average) MP(CVM SA) £m,-6683
1974,Gross Operating Surplus: Financial Corporations: Total: CP SA £m,439
1974,Gross value added at basic prices annual deflator growth rate SA %...455,16.899999999999999
1974,Gross value added at basic prices annual growth CVM SA %,-2.2999999999999998
1974,Gross value added at basic prices annual growth rate CP SA %,14.2
1974,Non-profits institutions annual growth rate YoY CVM SA %,-1.3
1974,General government annual growth rate YoY CP SA %,24
1974,General government annual growth rate YoY CVM SA %,1.8
1974,Total exports annual growth rate YoY CP SA %,34.299999999999997
1974,Exports services annual growth rate CP SA %,28.1
1974,Imports services annual growth rate CP SA %,25.2
1974,Expenditure based estimate annual growth rate CP SA %,15
1974,Expenditure based estimate annual growth rate CVM SA %,-1.6
1974,GOS Public corporations annual growth rate YoY CP SA %,18.7
1974,GOS of corporations annual growth YoY CP SA %,-7.6
1974,Gross Domestic Product at market prices: CP: NSA £m,92743
1974,Total exports annual growth rate YoY CVM SA %,7.6
1974,Exports services annual growth rate CVM SA %,8.8000000000000007
1974,Total imports annual growth rate YoY CP SA %,43.2
1974,Total imports annual growth rate YoY CVM SA %,1.2
1974,Imports services annual growth rate CVM SA %,4.2
1974,CVM SA changes in inventories timing adjustment £m,0
1974,CP SA changes in inventories timing adjustment £m,0
1974,Gross Operating Surplus: NFCos: Private: Alignment adjustments: CP SA £m,0
1974,Income based estimate annual growth rate CVM SA %,-3.2
1974,Gross added value at factor cost annual growth rate YoY CP SA %,13.6
1974,Other income annual growth rate YoY CP SA %,22.2
1974,Gross national income at market prices annual growth rate CP SA %,13.2
1974,Gross final expenditure annual growth rate YoY CP SA %,19.399999999999999
1974,Private non-financial corporations (S.11002+S.11003): Gross Operating Surplus: Resource: Y on Y-1 growth %: CP £m: SA,-11.7
1974,GOS Financial corporations annual growth rate YoY CP SA %,-39.299999999999997
1974,Income based estimate annual growth rate CP SA %,13.1
1974,Taxes on products & production less subsidies annual growth rate YoY CP SA %,-2.7
1974,Total domestic expenditure annual growth rate YoY CP SA %,16.399999999999999
1974,Total domestic expenditure annual growth rate YoY CVM SA %,-3.1
1974,Gross domestic expenditure annual deflator growth rate SA %...578,20.2
1974,Households (S.14): Individual consumption expenditure (P.31) Uses: Current price: £m: SA,57171
1974,Household final consumption expenditure :National concept CVM SA - £m,434964
1974,Gross final expenditure annual growth rate YoY CVM SA %,-1.3
1974,Gross Domestic Product index: Current price: Seasonally adjusted,4.7
1974,Total national household final consumption annual growth rate YoY CVM SA %,-1.3
1974,Gross value added at basic price index: Current price: Seasonally adjusted,5
1974,Gross domestic product index: CVM: Seasonally adjusted,40.200000000000003
1974,Non-profits institutions annual growth rate YoY CP SA %,22.3
1974,Gross Domestic Product: chained volume measures: Seasonally adjusted £m,792363
1974,Total gross final expenditure (aligned) - P.3+P.5+P.6 : CP SA £m,120697
1974,Total gross final expenditure (aligned) - P.3+P.5+P.6 : CVM SA £m,878858
